StartDate,EndDate,Status,IPAddress,Progress,Durationinseconds,Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Q_RecaptchaScore,Q_RelevantIDDuplicate,Q_RelevantIDDuplicateScore,Q_RelevantIDFraudScore,Q_RelevantIDLastStartDate,Consent,gender,gender_3_TEXT,age,SM_use,SM_use_freq_1,SM_use_freq_2,SM_use_freq_3,SM_use_freq_4,SM_use_freq_5,SM_use_freq_6,SM_use_freq_7,SM_use_freq_8,SM_use_freq_9,SM_use_freq_10,SM_use_freq_11,education,employment,employment_8_TEXT,income,partisanship,state,Timer1_FirstClick,Timer1_LastClick,Timer1_PageSubmit,Timer1_ClickCount,share_intent1,Credibility1_1,Credibility1_2,Credibility1_3,Credibility1_4,Newsworthiness1_1,Newsworthiness1_2,Newsworthiness1_3,Newsworthiness1_4,Trustworthy_C1_1_1,Honest_C2_1_1,Reliable_C3_1_1,newsworth_feed1_1,newsworth_feed1_2,newsworth_feed1_3,newsworth_feed1_4,newsworth_feed1_5,attn_1_1,Timer2_FirstClick,Timer2_LastClick,Timer2_PageSubmit,Timer2_ClickCount,share_intent2,Credibility2_1,Credibility2_2,Credibility2_3,Credibility2_4,Newsworthiness2_1,Newsworthiness2_2,Newsworthiness2_3,Newsworthiness2_4,Trustworthy_C1_2_1,Honest_C2_2_1,Reliable_C3_2_1,newsworth_feed2_1,newsworth_feed2_2,newsworth_feed2_3,newsworth_feed2_4,newsworth_feed2_5,attn_1_2,Timer3_FirstClick,Timer3_LastClick,Timer3_PageSubmit,Timer3_ClickCount,share_intent3,Credibility3_1,Credibility3_2,Credibility3_3,Credibility3_4,Newsworthiness3_1,Newsworthiness3_2,Newsworthiness3_3,Newsworthiness3_4,Trustworthy_C1_3_1,Honest_C2_3_1,Reliable_C3_3_1,newsworth_feed3_1,newsworth_feed3_2,newsworth_feed3_3,newsworth_feed3_4,newsworth_feed3_5,attn_1_3,Timer4_FirstClick,Timer4_LastClick,Timer4_PageSubmit,Timer4_ClickCount,share_intent4,Credibility4_1,Credibility4_2,Credibility4_3,Credibility4_4,Newsworthiness4_1,Newsworthiness4_2,Newsworthiness4_3,Newsworthiness4_4,Trustworthy_C1_4_1,Honest_C2_4_1,Reliable_C3_4_1,newsworth_feed4_1,newsworth_feed4_2,newsworth_feed4_3,newsworth_feed4_4,newsworth_feed4_5,attn_1_4,Timer5_FirstClick,Timer5_LastClick,Timer5_PageSubmit,Timer5_ClickCount,share_intent5,Credibility5_1,Credibility5_2,Credibility5_3,Credibility5_4,Newsworthiness5_1,Newsworthiness5_2,Newsworthiness5_3,Newsworthiness5_4,Trustworthy_C1_5_1,Honest_C2_5_1,Reliable_C3_5_1,newsworth_feed5_1,newsworth_feed5_2,newsworth_feed5_3,newsworth_feed5_4,newsworth_feed5_5,attn_1_5,Timer6_FirstClick,Timer6_LastClick,Timer6_PageSubmit,Timer6_ClickCount,share_intent6,Credibility6_1,Credibility6_2,Credibility6_3,Credibility6_4,Newsworthiness6_1,Newsworthiness6_2,Newsworthiness6_3,Newsworthiness6_4,Trustworthy_C1_6_1,Honest_C2_6_1,Reliable_C3_6_1,newsworth_feed6_1,newsworth_feed6_2,newsworth_feed6_3,newsworth_feed6_4,newsworth_feed6_5,attn_1_6,Timer7_FirstClick,Timer7_LastClick,Timer7_PageSubmit,Timer7_ClickCount,share_intent7,Credibility7_1,Credibility7_2,Credibility7_3,Credibility7_4,Newsworthiness7_1,Newsworthiness7_2,Newsworthiness7_3,Newsworthiness7_4,Trustworthy_C1_7_1,Honest_C2_7_1,Reliable_C3_7_1,newsworth_feed7_1,newsworth_feed7_2,newsworth_feed7_3,newsworth_feed7_4,newsworth_feed7_5,attn_1_7,Timer8_FirstClick,Timer8_LastClick,Timer8_PageSubmit,Timer8_ClickCount,share_intent8,Credibility8_1,Credibility8_2,Credibility8_3,Credibility8_4,Newsworthiness8_1,Newsworthiness8_2,Newsworthiness8_3,Newsworthiness8_4,Trustworthy_C1_8_1,Honest_C2_8_1,Reliable_C3_8_1,newsworth_feed8_1,newsworth_feed8_2,newsworth_feed8_3,newsworth_feed8_4,newsworth_feed8_5,attn_1_8,news_per_pre_self_1,news_per_pre_self_2,news_per_pre_self_3,news_per_pre_self_4,news_per_pre_self_5,news_per_pre_self_6,news_per_pre_self_7,news_per_pre_self_8,news_per_pre_self_9,news_per_pre_self_10,news_per_pre_self_11,news_per_pre_social_1,news_per_pre_social_2,news_per_pre_social_3,news_per_pre_social_4,news_per_pre_social_5,news_per_pre_social_6,news_per_pre_social_7,news_per_pre_social_8,news_per_pre_social_9,news_per_pre_social_10,news_per_pre_social_11,news_consump_sources_1,news_consump_sources_2,news_consump_sources_3,news_consump_sources_4,news_consump_sources_5,news_consump_sources_6,news_consump_sources_7,news_consump_sources_8,news_consump_sources_9,news_consump_sources_10,news_consump_sources_11,NewsSharing_SM,NewsCred_SM,GenTech_op,AI_acceptance,yiyan1_NFO_1,yiyan1_NFO_2,yiyan1_NFO_3,yiyan1_NFO_4,yiyan1_NFO_5,yiyan1_NFO_6,yiyan2_pub_int_1,yiyan2_pub_int_2,yiyan2_pub_int_3,yiyan2_pub_int_4,yiyan2_pub_int_5,yiyan2_pub_int_6,yiyan3_alg_know_1,yiyan3_alg_know_2,yiyan3_alg_know_3,yiyan3_alg_know_4,yiyan3_alg_know_5,yiyan3_alg_know_6,yiyan3_alg_know_7,yiyan3_alg_know_8,yiyan3_alg_know_9,yiyan3_alg_know_10,yiyan3_alg_know_11,yiyan4_aware,yiyan5_alg_aware_1_1,yiyan5_alg_aware_1_2,yiyan5_alg_aware_1_3,yiyan5_alg_aware_1_4,yiyan5_alg_aware_1_5,yiyan5_alg_aware_1_6,yiyan5_alg_aware_1_7,yiyan5_alg_aware_2_1,yiyan5_alg_aware_2_2,yiyan5_alg_aware_2_3,yiyan5_alg_aware_2_4,yiyan6_attitude,yiyan7_fami_program_1,yiyan7_fami_program_2,yiyan7_fami_program_3,yiyan7_fami_program_4,yiyan7_fami_program_5,yiyan7_fami_program_6,yiyan7_fami_program_7,intro1_1,con1_2,con2_1,con2_2,con3_exp,con3_1,con3_2,con4_exp,con4_1,con4_2,con5_1,con5_2,con6_1,con6_2,personalization_awar,news_per_post_self_1,news_per_post_self_2,news_per_post_self_3,news_per_post_self_4,news_per_post_self_5,news_per_post_self_6,news_per_post_self_7,news_per_post_self_8,news_per_post_self_9,news_per_post_self_10,news_per_post_self_11,news_per_post_social_1,news_per_post_social_2,news_per_post_social_3,news_per_post_social_4,news_per_post_social_5,news_per_post_social_6,news_per_post_social_7,news_per_post_social_8,news_per_post_social_9,news_per_post_social_10,news_per_post_social_11,feed_typefour,valence,feed_type,share_all,Credibility_1,Credibility_2,Credibility_3,Credibility_4,NW_1,NW_2,NW_3,NW_4,credavg_all,nwavg_all
8/21/23 13:42,8/21/23 13:57,0,183.199.120.186,100,932,1,8/21/23 13:57,R_OEbAXjRNxY7aM1z, , , , ,38.3169,116.8478,anonymous,ZH-S, , , , , ,1,1, ,2004,8,1,4,6,6,6,1,1,2,6,1,1,3,7, ,1,15,42, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1.991,78.428,79.238,23,3,4,3,3,2,2,3,4,4,7,6,5,4,3,4,3,4,2,4,4,4,5,5,3,5,5,5,5,5,4,4,3,5,5,3,5,5,5,5,5,1,4,1,2,5,5,2,5,2,3,1,4,2,2,3,8,7,8,7,8,7,3,3,2,3,2,2,2,1,1,2,2,1,2,1,2,1,1,8,2,2,1,2,1,1,2,2,1,1,2,4,1,1,1,3,2,2,2, , , , , , , , , , , , , , ,2,4,3,3, ,5,3,5,5,5,5,5,4,3,3, ,5,5,5,5,5,5,5,4,2,ad,3,4,3,3,2,2,3,4,4,3,3.25
8/21/23 17:55,8/21/23 18:14,0,221.0.147.19,100,1158,1,8/21/23 18:14,R_3Oq90PY2bWJLqVS, , , , ,36.061,120.3814,anonymous,ZH-S, , , , , ,1,2, ,1993,2,5,6,6,2,5,4,5,2,5,4,4,5,1, ,4,1,38, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1.282,37.702,38.252,21,4,4,4,3,3,4,4,4,3,6,5,7,4,3,3,2,3,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,4,5,4,5,5,5,5,3,4,3,5,4,5,4,5,4,5,5,4,4,3,5,2,3,3,3,4,4,4,5,5,5,4,3,3,3,3,9,9,10,9,9,8,4,3,4,3,2,2,2,2,1,2,2,2,3,2,2,1,1,9,1,1,2,1,2,1,1,1,2,2,2,3,3,2,2,4,3,4,4, , , , , , , , , , , , , , ,4,5,5,4, ,4,4,5,3,4,3,5,4,5,4, ,4,5,5,4,5,4,5,4,1,ad,4,4,4,3,3,4,4,4,3,3.5,3.75
8/21/23 20:21,8/21/23 20:36,0,106.116.140.180,100,906,1,8/21/23 20:36,R_2YqXD8fz7Qg1JTX, , , , ,39.6333,118.1852,anonymous,ZH-S, , , , , ,1,1, ,1969,1,1,1,6,4,4,1,5,1,1,1,1,3,1, ,9,15,42, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,8.057,56.573,58.147,30,2,2,3,2,2,2,2,2,3,3,3,3,2,2,2,4,4,2,4,4,4,4,5,4,4,4,3,3,4,4,4,3,4,4,4,4,4,3,3,4,2,3,1,2,4,3,3,3,4,3,3,4,4,2,1,9,9,9,9,7,7,4,4,4,2,2,2,2,2,2,3,2,2,1,3,2,3,1,9,2,2,2,2,1,1,2,1,2,1,2,2,3,4,2,2,2,4,4, , , , , , , , , , , , , , ,1,5,4,4, ,4,5,4,5,3,4,4,4,4,4, ,4,4,4,5,3,4,4,4,2,ad,2,2,3,2,2,2,2,2,3,2.25,2.25
8/21/23 20:30,8/21/23 20:42,0,183.9.113.207,100,695,1,8/21/23 20:42,R_2bQAGzJaVLate1p, , , , ,23.0261,113.1371,anonymous,ZH-S, , , , , ,1,2, ,1997,1,2,5,4,2,6,2,6,2,4,2,2,5,2, ,9,15,56, , , , , , , , , , , , , , , , , , , , , , ,1.797,35.118,36.033,5,3,3,3,3,3,4,4,4,3,5,5,4,4,3,2,2,4,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,3,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,4,4,4,4,4,4,1,2,2,2,3,3,3,3,4,4,3,3,3,3,3,9,9,9,8,9,9,3,3,3,3,3,2,2,3,2,3,2,2,2,3,2,3,1,10,2,2,2,2,2,2,2,2,2,2,2,4,4,3,2,3,1,3,3, , , , , , , , , , , , , , ,3,4,4,4, ,4,4,4,4,4,4,4,4,4,4, ,4,4,4,4,4,4,4,2,1,memes,3,3,3,3,3,4,4,4,3,3,3.75
8/21/23 20:55,8/21/23 21:13,0,61.141.100.200,100,1065,1,8/21/23 21:13,R_3oMGzmos7zlzQ2l, , , , ,22.5559,114.0577,anonymous,ZH-S, , , , , ,1,2, ,1984,1,6,5,6,6,6,2,2,2,6,5,2,5,2, ,9,1,56, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0,0,108.769,0,5,5,5,5,5,5,5,5,1,10, ,10,5,5,5,1,5,2,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3,4,3,3,5,5,5,5,5,5,3,3,1,1,1,10,10,10,10,10,10,5,5,4,3,2,2,3,2,2,3,2,2,2,2,2,2,1,10,2,2,2,2,2,2,2,2,2,2,2,5,4,3,5,4,3,3,4, , , , , , , , , , , , , , ,5,5,5,5, ,5,5,5,5,5,5,5,5,5,5, ,5,5,5,5,5,5,5,4,2,ad,5,5,5,5,5,5,5,5,1,5,4
8/21/23 21:59,8/21/23 22:21,0,112.82.27.153,100,1289,1,8/21/23 22:21,R_3G7yLqsX9FTAhbb, , , , ,33.364,120.1592,anonymous,ZH-S, , , , , ,1,1, ,2003,2,1,1,5,2,2,1,4,1,5,2,5,5, , ,1,15,47, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,.709,20.472,21.507,16,4,4,4,4,3,3,4,4,3,6,7,6,3,4,4,3,3,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,3,5,3,3,3,4,3,3,4,3,4,3,3,3,3,3,3,3,3,3,3,3,1,1,1,1,2,2,2,4,4,4,3,2,2,3,3,7,7,7,8,9,7,3,3,3,2,3,2,1,2,2,2,2,2,2,1,2,2,1,9,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,3,2,2, , , , , , , , , , , , , , ,4,4,4,3, ,3,4,3,3,4,3,4,3,3,3, ,3,3,3,3,3,3,3,2,2,memes,4,4,4,4,3,3,4,4,3,3.75,3.5
8/21/23 22:42,8/21/23 23:01,0,112.194.224.140,100,1159,1,8/21/23 23:01,R_32Lyk0EehXaZpyJ, , , , ,30.6498,104.0555,anonymous,ZH-S, , , , , ,1,1, ,1975,3,5,1,5,2,2,2,2,1,2,2,2,3,1, ,9,15,58, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0,0,42.94,0,3,2,3,2,2,3,2,2,3,5,5,4,2,2,3,3,4,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,3,5,4,3,2,5,5,2,4,2,3,3,5,4,3,4,5,5,3,4,2,4,1,2,2,1,2,4,2,4,2,2,2,4,4,2,3,8,9,8,9,8,8,2,2,2,2,3,2,2,2,2,2,2,1,3,2,2,2,1,8,1,1,1,1,1,1,2,1,2,1,2,3,2,2,3,2,2,4,4, ,11, , , , , , , , , , , , ,3,4,4,2, ,4,5,5,3,4,2,4,3,5,3, ,4,5,5,3,4,3,4,1,2,news,3,2,3,2,2,3,2,2,3,2.25,2.5
8/21/23 23:01,8/21/23 23:17,0,112.38.41.105,100,941,1,8/21/23 23:17,R_5zhDxb9cEfnpqdH, , , , ,36.6756,117.0211,anonymous,ZH-S, , , , , ,1,1, ,1987,2,2,2,6,6,6,1,6,1,1,4,4,5,7, ,9,15,52, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0,0,39.316,0,3,3,4,3,4,3,3,3,3,5,5,5,3,3,3,3,3,2,3,3,5,5,4,3,5,5,5,4,4,4,4,5,5,4,5,5,4,4,4,5,1,5,1,1,2,2,2,4,5,2,5,3,2,3,3,10,9,8,9,9,8,3,4,3,3,2,2,2,3,1,2,2,3,1,3,2,3,1,8,2,1,1,2,2,1,2,2,1,2,1,3,2,5,3,3,2,4,3, , , , , , , , , , , , , , ,3,4,4,5, ,5,4,5,5,4,4,5,4,4,5, ,4,4,5,4,4,4,5,4,2,ad,3,3,4,3,4,3,3,3,3,3.5,3
8/21/23 23:11,8/21/23 23:24,0,119.98.36.231,100,769,1,8/21/23 23:24,R_CZxCduc8ts22Exj, , , , ,30.2442,115.0772,anonymous,ZH-S, , , , , ,1,2, ,1989,2,5,5,6,4,5,4,4,2,5,4,5,5,1, ,3,15,54, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,6.031,67.601,68.522,24,2,2,3,2,2,3,4,4,3,4,4,4,3,3,3,4,4,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,4,4,5,4,4,4,4,4,4,3,4,4,4,4,5,4,4,4,5,4,4,4,2,4,3,3,4,4,4,4,4,4,3,3,3,1,2,9,9,9,8,9,9,4,4,4,4,2,2,2,1,2,2,2,3,2,3,2,3,1,9,2,2, ,2,2,2,2,1,1,2,1,4,4,4,3,3,3,4,4, , , , , , , , , , , , , , ,4,4,4,5, ,4,4,4,4,4,4,4,4,4,5, ,4,4,4,4,5,4,4,2,2,memes,2,2,3,2,2,3,4,4,3,2.25,3.5
8/21/23 23:11,8/21/23 23:27,0,116.19.202.129,100,962,1,8/21/23 23:27,R_3m9b0ub5ZQZdU0D, , , , ,34.7732,113.722,anonymous,ZH-S, , , , , ,1,1, ,1988,4,2,2,4,2,2,2,2,2,4,2,2,6,1, ,4,15,40, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0,0,23.093,0,2,2,2,2,2,3,2,3,3,3,3,3,3,3,2,2,1,2, , , , , , , , , , , , , , , , , , , , , , ,4,4,5,5,5,4,5,5,3,4,4,4,4,5,5,5,4,5,5,4,4,4,2,3,2,2,3,4,3,2,2,2,2,3,2,2,4,8,7,8,8,8,7,2,3,2,2,3,2,2,2,1,1,2,1,2,2,2,1,1,8,2,1,2,1,2,2,2,2,1,2,1,3,4,5,2,2,4,2,2, , , , , , , , , , , , , , ,3,4,4,4, ,5,4,5,5,4,3,4,4,4,4, ,5,4,5,5,4,3,4,3,2,act,2,2,2,2,2,3,2,3,3,2,2.75
8/21/23 23:24,8/21/23 23:39,0,27.197.29.95,100,854,1,8/21/23 23:39,R_eQGKRdc3OGBKPp7, , , , ,35.0624,118.3364,anonymous,ZH-S, , , , , ,1,1, ,2002,1,5,2,5,2,2,1,6,1,2,6,5,5,1, ,4,1,52,0,0,21.065,0,4,4,3,4,4,3,4,4,1,6,7,7,4,4,3,1,1,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,4,5,5,5,4,4,5,4,4,4,5,4,4,5,5,5,3,5,5,5,5,5,4,4,2,3,4,4,4,4,5,3,2,2,3,1,2,9,9,10,10,10,8,4,5,4,4,1,2,2,1,2,2,2,2,1,2,2,2,1,9,2,2,2,2,2,2,2,2,2,2,2,4,4,5,3,4,3,4,5, , , , , , , , , , , , , , ,4,4,4,5, ,5,4,4,5,4,5,4,4,4,5, ,5,4,5,5,5,5,5,1,1,news,4,4,3,4,4,3,4,4,1,3.75,3
8/21/23 23:40,8/21/23 23:51,0,223.221.229.92,100,657,1,8/21/23 23:51,R_NXyN2ndHT30u36h, , , , ,36.6268,101.7548,anonymous,ZH-S, , , , , ,1,2, ,1998,2,5,5,6,5,6,4,5,2,4,6,4,6,1, ,4,1,38, , , , , , , , , , , , , , , , , , , , , , ,7.156,39.061,39.088,9,3,4,4,3,3,4,4,3,2,7,7,7,4,4,3,3,4,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,4,4,4,4,4,4,5,4,5,4,5,5,5,5,5,5,5,5,5,5,5,5,3,5,2,3,4,4,4,5,5,4,3,2,2,1,2,9,10,9,9,9,9,4,4,4,3,1,2,2,3,2,2,2,2,3,3,2,3,1,9,2,2,2,2,2,1,2,2,2,2,2,4,4,4,3,4,3,4,4, , , , , , , , , , , , , , ,4,4,5,5, ,4,4,4,4,4,4,5,5,5,5, ,5,5,5,5,5,5,5,2,1,memes,3,4,4,3,3,4,4,3,2,3.5,3.25
8/21/23 23:49,8/21/23 23:59,0,175.11.193.111,100,603,1,8/21/23 23:59,R_2q3jUxpkSBFtthx, , , , ,28.2014,112.9611,anonymous,ZH-S, , , , , ,1,2, ,1994,1,2,2,6,2,4,2,5,4,4,6,5,5,1, ,2,5,55, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,13.831,39.115,40.208,14,4,4,3,4,2,3,5,5,2,7,7,6,5,3,2,2,1,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,4,4,3,4,3,4,4,4,4,5,3,4,4,3,5,5,4,5,5,5,5,4,4,5,2,3,5,4,5,4,4,4,5,2,3,2,1,9,9,8,9,9,10,3,4,3,4,1,2,2,3,2,2,2,3,3,1,2,2,1,9,2,2,2,2,2,2,2,2,2,2,2,4,3,3,3,4,2,3,4, , , , , , , , , , , , , , ,4,4,4,4, ,5,5,5,5,4,4,4,5,5,4, ,5,5,5,5,5,5,4,4,1,ad,4,4,3,4,2,3,5,5,2,3.25,3.75
8/22/23 0:02,8/22/23 0:13,0,171.13.189.211,100,682,1,8/22/23 0:13,R_sp9BR3sDjOSAr7z, , , , ,34.7599,113.6459,anonymous,ZH-S, , , , , ,1,1, ,1977,2,1,1,5,4,5,1,2,1,2,1,1,3,2, ,1,15,53, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,3.592,25.667,26.929,26,2,2,3,2,2,3,3,3,4,2,3,4,2,2,4,4,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,3,3,2,3,3,3,3,1,2,1,3,4,4,4,4,4,4,4,4,4,4,4,2,3,1,1,3,3,3,4,3,2,3,4,2,1,1,8,8,8,8,8,9,3,3,3,3,1,2,3,1,1,2,1,1,1,3,2,2,1,8,2,2,2,2,2,2,2,2,1,2,1,3,4,3,2,3,2,4,3, , , , , , , , , , , , , , ,3,5,5,5, ,5,5,5,5,5,4,5,5,5,5, ,5,5,5,5,5,5,5,1,2,news,2,2,3,2,2,3,3,3,4,2.25,3.25
8/21/23 23:52,8/22/23 0:36,0,123.139.39.221,100,2685,1,8/22/23 0:36,R_R8DWkhS1I175uXn, , , , ,34.2635,108.9246,anonymous,ZH-S, , , , , ,1,2, ,1995,3,1,5,6,2,6,1,1,1,2,2,1,3,1, ,1,5,61, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,16.469,120.115,120.905,18,3,3,4,3,3,4,3,3,2, ,5,4,4,3,4,3,3,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,4,4,4,4,2,4,5,2,4,4,4,4,4,4,4,2,4,5,2,4,4,4,1,2,1,1,3,1,2,3,3,3,1,3,3,3,5,9,8,8,8,7,7,3,3,3,2,2,2,3,2,2,1,2,3,3,3,2,2,3,8,2,1,2,2,2,2,1,2,1,1,1,3,3,2,2,3,2,3,3, ,4, , , , , , , , , , , , ,4,4,4,4, ,3,4,4,3,4,3,4,4,4,4, ,3,4,4,3,4,3,4,4,1,ad,3,3,4,3,3,4,3,3,2,3.25,3
8/22/23 0:32,8/22/23 0:42,0,183.210.99.174,100,561,1,8/22/23 0:42,R_8ic2r9UBqcSvI7T, , , , ,32.0589,118.7738,anonymous,ZH-S, , , , , ,1,1, ,2001,2,1,1,2,1,5,1,5,1,4,5,4,3,1, ,9,15, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1.289,20.86,21.477,18,4,4,3,4,3,2,4,4,4,5,5,7,2,2,4,4,1,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,3,4,5,3,5,3,5,5,4,3,5,5,3,5,5,5,5,3,5,5,5,3,1,5,1,1,1,5,5,1,5,1,1,3,2,2,5,8,8,9,8,8,8,4,3,1,4,2,2,3,1,1,3,1,3,1,3,3,1,3,8,2,2,1,1,2,2,2,1,2,2,1,4,3,3,2,3,4,3,3, , , , , , , , , , , , , , ,4,3,3,5, ,5,4,4,5,5,3,4,5,5,5, ,5,5,5,5,5,5,5,1,2,news,4,4,3,4,3,2,4,4,4,3.5,3.5
8/22/23 3:12,8/22/23 3:21,0,183.197.121.106,100,518,1,8/22/23 3:21,R_10pygE9XZRtE9s2, , , , ,40.9513,117.9535,anonymous,ZH-S, , , , , ,1,1, ,1988,2,5,5,6,4,5,2,5,2,4,4,2,5,1, ,4,15, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,4.488,30.372,31.532,20,4,4,4,4,3,4,4,3,2,8,7,8,4,4,3,3,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,4,5,4,4,5,4,5,5,4,4,4,3,4,4,4,5,4,4,5,4,4,3,2,2,2,3,4,4,4,3,3,3,4,3,2,2,2,9,9,10,8,9,9,4,4,4,3,2,2,2,1,1,1,2,2,1,3,2,2,1,9,2,2,2,2,1,2,2,1,2,2,1,4,4,3,2,4,2,4,4, , , , , , , , , , , , , , ,4,4,4,4, ,5,4,5,5,4,4,3,4,4,5, ,4,4,4,5,4,5,3,4,1,ad,4,4,4,4,3,4,4,3,2,3.75,3.25
